role_id,role_name,user_id,username,total_events,schedule_bot_events,discord_scheduled_events,manual_interest_events,source_types
1392210510971277568,Vocal Class,410270160406970369,nekoyori,1,0,1,0,discord_scheduled
1392210655318114304,Wotagei,410270160406970369,nekoyori,1,1,0,0,schedule_bot
1392210704140079360,Breakin',410270160406970369,nekoyori,1,0,1,0,discord_scheduled
1392210837330067712,Blender/Unity,410270160406970369,nekoyori,1,1,0,0,schedule_bot
1392210704140079360,Breakin',416698777089343488,crumblyneptune,2,2,0,0,schedule_bot
1392210655318114304,Wotagei,425230683166998529,eshton.,1,1,0,0,schedule_bot
1392210986387116032,ASL Class,425230683166998529,eshton.,1,1,0,0,schedule_bot
1392211149595869184,GOGO Dance,425230683166998529,eshton.,1,1,0,0,schedule_bot
1392210566407524352,YOGA,426911207954448395,akagitsune10,1,0,1,0,discord_scheduled
1210262400985726976,Community Manager,428436921761398784,theblindprophet,2,2,0,0,schedule_bot
1392210454822260736,Esoterics,428436921761398784,theblindprophet,1,0,0,1,manual_discord_interest
1392210510971277568,Vocal Class,428436921761398784,theblindprophet,1,0,1,0,discord_scheduled
1392210566407524352,YOGA,428436921761398784,theblindprophet,2,0,2,0,discord_scheduled
1392210704140079360,Breakin',428436921761398784,theblindprophet,1,0,1,0,discord_scheduled
1392210886487445760,Coding,428436921761398784,theblindprophet,2,0,1,1,"discord_scheduled,manual_discord_interest"
1392210986387116032,ASL Class,428436921761398784,theblindprophet,3,1,0,2,"manual_discord_interest,schedule_bot"
1392211204864344064,Pole Dancing,428436921761398784,theblindprophet,2,2,0,0,schedule_bot
1392211365455724544,Meditation,428436921761398784,theblindprophet,3,3,0,0,schedule_bot
1392213330457923584,Beyond Dance,428436921761398784,theblindprophet,1,0,0,1,manual_discord_interest
1392213840225112064,Music Production,428436921761398784,theblindprophet,1,0,0,1,manual_discord_interest
1392209677282185728,Animation Dance,429231435631689728,miscellaneousbowl,1,1,0,0,schedule_bot
1392210075950649088,Waltz,429231435631689728,miscellaneousbowl,4,4,0,0,schedule_bot
1392210116924674304,Bachata,429231435631689728,miscellaneousbowl,7,7,0,0,schedule_bot
1392210704140079360,Breakin',429231435631689728,miscellaneousbowl,1,0,1,0,discord_scheduled
1392210986387116032,ASL Class,429231435631689728,miscellaneousbowl,1,0,0,1,manual_discord_interest
1392211365455724288,Unknown Role (1392211365455724288),429231435631689728,miscellaneousbowl,1,0,0,1,manual_discord_interest
1392210510971277568,Vocal Class,434252213158936576,arrowls,1,1,0,0,schedule_bot
1392211149595869184,GOGO Dance,434252213158936576,arrowls,1,1,0,0,schedule_bot
1392210170439930112,Photography,439112134362923014,nyevius,1,1,0,0,schedule_bot
1392210566407524352,YOGA,456673820716302360,itsblush,1,0,1,0,discord_scheduled
1392210566407524352,YOGA,464113589385429060,claw504,2,0,2,0,discord_scheduled
1392210566407524352,YOGA,464591110245974016,dj_clout,1,0,1,0,discord_scheduled
1392210704140079360,Breakin',464591110245974016,dj_clout,1,0,1,0,discord_scheduled
1392210566407524352,YOGA,475072265403236363,auserene,1,1,0,0,schedule_bot
1392210986387116032,ASL Class,475072265403236363,auserene,1,1,0,0,schedule_bot
1392211149595869184,GOGO Dance,475072265403236363,auserene,1,1,0,0,schedule_bot
1392211365455724544,Meditation,475072265403236363,auserene,1,1,0,0,schedule_bot
1392210510971277568,Vocal Class,479531688880373760,zararosev,1,1,0,0,schedule_bot
1163047310889062400,DJ,481277433291603977,mercuryingemini,1,1,0,0,schedule_bot
1392210075950649088,Waltz,481277433291603977,mercuryingemini,1,1,0,0,schedule_bot
1392210291437080576,VIBE,481277433291603977,mercuryingemini,1,1,0,0,schedule_bot
1392210510971277568,Vocal Class,481277433291603977,mercuryingemini,1,0,1,0,discord_scheduled
1392210566407524352,YOGA,481277433291603977,mercuryingemini,1,1,0,0,schedule_bot
1392210837330067712,Blender/Unity,481277433291603977,mercuryingemini,1,1,0,0,schedule_bot
1392211204864344064,Pole Dancing,481277433291603977,mercuryingemini,1,1,0,0,schedule_bot
1392211365455724544,Meditation,481277433291603977,mercuryingemini,1,1,0,0,schedule_bot
1392210510971277568,Vocal Class,488866790039093249,ultrashark,1,0,1,0,discord_scheduled
1392210566407524352,YOGA,488866790039093249,ultrashark,1,0,1,0,discord_scheduled
1392210566407524352,YOGA,493020246580658177,moondoodle,1,0,1,0,discord_scheduled
1392210510971277568,Vocal Class,503982209783431171,ailamaster,1,1,0,0,schedule_bot
1163047310889062400,DJ,510003485417275393,sillybit666,7,7,0,0,schedule_bot
1392210655318114304,Wotagei,510003485417275393,sillybit666,1,1,0,0,schedule_bot
1392210837330067712,Blender/Unity,510003485417275393,sillybit666,2,2,0,0,schedule_bot
1392210886487445760,Coding,510003485417275393,sillybit666,1,1,0,0,schedule_bot
1392210566407524352,YOGA,521111253473558529,loveuniversal7,1,0,1,0,discord_scheduled
1392211149595869184,GOGO Dance,525436840774336542,gaster04,2,2,0,0,schedule_bot
1392210704140079360,Breakin',526694934212771840,deliciousdeli,1,0,1,0,discord_scheduled
1392210510971277568,Vocal Class,527207876113072159,frumpyobject,2,2,0,0,schedule_bot
1392210075950649088,Waltz,561561733915869194,zaccke,3,3,0,0,schedule_bot
1392210566407524352,YOGA,561561733915869194,zaccke,2,0,2,0,discord_scheduled
1392210075950649088,Waltz,581885320576892938,misluni,13,13,0,0,schedule_bot
1392210116924674304,Bachata,581885320576892938,misluni,13,13,0,0,schedule_bot
1392211365455724544,Meditation,586888685794885632,raid1487,1,1,0,0,schedule_bot
1392211149595869184,GOGO Dance,607474015694487553,mukechiltmal,1,1,0,0,schedule_bot
1392210510971277568,Vocal Class,609402662638715033,unicornamazing,1,0,1,0,discord_scheduled
1392210116924674304,Bachata,618060042695868444,midori52,1,1,0,0,schedule_bot
1392213330457923584,Beyond Dance,618060042695868444,midori52,1,1,0,0,schedule_bot
1392210510971277568,Vocal Class,622302876647030795,grin.n.bareit,1,0,1,0,discord_scheduled
1392210986387116032,ASL Class,627588473729056769,.love.,1,1,0,0,schedule_bot
1392210075950649088,Waltz,633012337519099914,taglog7,2,2,0,0,schedule_bot
1392210116924674304,Bachata,633012337519099914,taglog7,2,2,0,0,schedule_bot
1392210291437080576,VIBE,633012337519099914,taglog7,1,1,0,0,schedule_bot
1392210393224450048,LOFT,633012337519099914,taglog7,1,1,0,0,schedule_bot
1392210454822260736,Esoterics,633012337519099914,taglog7,1,1,0,0,schedule_bot
1392210510971277568,Vocal Class,633012337519099914,taglog7,2,2,0,0,schedule_bot
1392210566407524352,YOGA,633012337519099914,taglog7,1,1,0,0,schedule_bot
1392210704140079360,Breakin',633012337519099914,taglog7,2,2,0,0,schedule_bot
1392211149595869184,GOGO Dance,633012337519099914,taglog7,1,1,0,0,schedule_bot
1392210075950649088,Waltz,652350434966634526,georgebraham,3,3,0,0,schedule_bot
1392210116924674304,Bachata,652350434966634526,georgebraham,2,2,0,0,schedule_bot
1392210655318114304,Wotagei,652350434966634526,georgebraham,1,1,0,0,schedule_bot
1392210510971277568,Vocal Class,686914103804952589,roguewitxh,1,0,1,0,discord_scheduled
1392210566407524352,YOGA,686914103804952589,roguewitxh,2,0,2,0,discord_scheduled
1392210704140079360,Breakin',686914103804952589,roguewitxh,1,0,1,0,discord_scheduled
1392210075950649088,Waltz,699933716415512616,astrild,3,3,0,0,schedule_bot
1392210116924674304,Bachata,699933716415512616,astrild,2,2,0,0,schedule_bot
1392210510971277568,Vocal Class,699933716415512616,astrild,2,1,1,0,"discord_scheduled,schedule_bot"
1392210566407524352,YOGA,699933716415512616,astrild,1,1,0,0,schedule_bot
1392210655318114304,Wotagei,699933716415512616,astrild,1,1,0,0,schedule_bot
1392211149595869184,GOGO Dance,699933716415512616,astrild,1,1,0,0,schedule_bot
1392213330457923584,Beyond Dance,699933716415512616,astrild,1,1,0,0,schedule_bot
1392210510971277568,Vocal Class,700373107843661841,hotaruchim,1,0,1,0,discord_scheduled
1392210566407524352,YOGA,700373107843661841,hotaruchim,2,0,2,0,discord_scheduled
1392210704140079360,Breakin',700373107843661841,hotaruchim,1,0,1,0,discord_scheduled
1392211149595869184,GOGO Dance,700373107843661841,hotaruchim,1,1,0,0,schedule_bot
1392211365455724544,Meditation,700373107843661841,hotaruchim,1,1,0,0,schedule_bot
1392212045323304960,Portal Posse,700373107843661841,hotaruchim,1,1,0,0,schedule_bot
1392209391872250112,House Dance,708145548976455680,sqveeb,1,1,0,0,schedule_bot
1392210075950649088,Waltz,708145548976455680,sqveeb,2,2,0,0,schedule_bot
1392210116924674304,Bachata,708145548976455680,sqveeb,13,13,0,0,schedule_bot
1392210837330067712,Blender/Unity,708145548976455680,sqveeb,2,2,0,0,schedule_bot
1392210986387116032,ASL Class,708145548976455680,sqveeb,1,0,0,1,manual_discord_interest
1392210986387116288,ASL Class,708145548976455680,sqveeb,2,2,0,0,schedule_bot
1392212045323304960,Portal Posse,708145548976455680,sqveeb,3,3,0,0,schedule_bot
1392213330457923584,Beyond Dance,708145548976455680,sqveeb,1,1,0,0,schedule_bot
1210262400985726976,Community Manager,718150787670212759,skulteran,2,2,0,0,schedule_bot
1392210454822260736,Esoterics,718150787670212759,skulteran,1,1,0,0,schedule_bot
1392213840225112064,Music Production,718150787670212759,skulteran,1,1,0,0,schedule_bot
1392210510971277568,Vocal Class,728133624628641872,shadowwolf3499,1,0,1,0,discord_scheduled
1392210704140079360,Breakin',736453436681486356,lliver,1,0,1,0,discord_scheduled
1392210291437080576,VIBE,758734374119145504,touchmesama6,2,2,0,0,schedule_bot
1392210393224450048,LOFT,758734374119145504,touchmesama6,1,1,0,0,schedule_bot
1392210566407524352,YOGA,758734374119145504,touchmesama6,2,0,2,0,discord_scheduled
1392210704140079360,Breakin',758734374119145504,touchmesama6,3,2,1,0,"discord_scheduled,schedule_bot"
1392210886487445760,Coding,758734374119145504,touchmesama6,1,0,1,0,discord_scheduled
1163047310889062400,DJ,760185793128955925,livtheunknown,1,1,0,0,schedule_bot
1392210454822260736,Esoterics,760185793128955925,livtheunknown,1,1,0,0,schedule_bot
1392210566407524352,YOGA,760185793128955925,livtheunknown,1,0,1,0,discord_scheduled
1392211365455724544,Meditation,760185793128955925,livtheunknown,1,1,0,0,schedule_bot
1163047310889062400,DJ,764697065351544863,wickedproxy,9,9,0,0,schedule_bot
1210262400985726976,Community Manager,764697065351544863,wickedproxy,21,21,0,0,schedule_bot
1392210170439930112,Photography,764697065351544863,wickedproxy,1,1,0,0,schedule_bot
1392210291437080576,VIBE,764697065351544863,wickedproxy,17,17,0,0,schedule_bot
1392210349956009984,CHILL,764697065351544863,wickedproxy,2,2,0,0,schedule_bot
1392210393224450048,LOFT,764697065351544863,wickedproxy,3,3,0,0,schedule_bot
1392210837330067712,Blender/Unity,764697065351544863,wickedproxy,11,11,0,0,schedule_bot
1392210986387116032,ASL Class,764697065351544863,wickedproxy,3,3,0,0,schedule_bot
1392212045323304960,Portal Posse,764697065351544863,wickedproxy,6,6,0,0,schedule_bot
1392210510971277568,Vocal Class,775170178254110741,opheliaprime,2,2,0,0,schedule_bot
1392211365455724544,Meditation,775170178254110741,opheliaprime,1,1,0,0,schedule_bot
1392210655318114304,Wotagei,804740624191324190,starcluster1231,1,1,0,0,schedule_bot
1392210704140079360,Breakin',804740624191324190,starcluster1231,2,1,1,0,"discord_scheduled,schedule_bot"
1392210510971277568,Vocal Class,806707581560946698,icarusscorpion,1,0,1,0,discord_scheduled
1392210116924674304,Bachata,821214940719218720,mrwattsvr,1,1,0,0,schedule_bot
1392210454822260736,Esoterics,821214940719218720,mrwattsvr,2,2,0,0,schedule_bot
1392210510971277568,Vocal Class,821214940719218720,mrwattsvr,1,1,0,0,schedule_bot
1392210704140079360,Breakin',821214940719218720,mrwattsvr,1,1,0,0,schedule_bot
1392210837330067712,Blender/Unity,821214940719218720,mrwattsvr,3,3,0,0,schedule_bot
1392210886487445760,Coding,821214940719218720,mrwattsvr,1,1,0,0,schedule_bot
1392210986387116032,ASL Class,821214940719218720,mrwattsvr,4,4,0,0,schedule_bot
1392210986387116288,ASL Class,821214940719218720,mrwattsvr,1,1,0,0,schedule_bot
1392211204864344064,Pole Dancing,821214940719218720,mrwattsvr,1,1,0,0,schedule_bot
1392213330457923584,Beyond Dance,821214940719218720,mrwattsvr,2,2,0,0,schedule_bot
1392210170439930112,Photography,831383622199541790,danielmight,3,3,0,0,schedule_bot
1392210510971277568,Vocal Class,831383622199541790,danielmight,2,1,1,0,"discord_scheduled,schedule_bot"
1392210566407524352,YOGA,831383622199541790,danielmight,3,1,2,0,"discord_scheduled,schedule_bot"
1392210655318114304,Wotagei,831383622199541790,danielmight,6,6,0,0,schedule_bot
1392210704140079360,Breakin',831383622199541790,danielmight,5,4,1,0,"discord_scheduled,schedule_bot"
1392210837330067712,Blender/Unity,831383622199541790,danielmight,4,4,0,0,schedule_bot
1392211149595869184,GOGO Dance,831383622199541790,danielmight,3,3,0,0,schedule_bot
1163047310889062400,DJ,832769069764575322,spyy,1,1,0,0,schedule_bot
1392212045323304960,Portal Posse,832769069764575322,spyy,1,1,0,0,schedule_bot
1392210075950649088,Waltz,896911505667289138,kyouki002,1,1,0,0,schedule_bot
1392211365455724544,Meditation,919914140670234634,nekobro_123,2,2,0,0,schedule_bot
1392211149595869184,GOGO Dance,924356384223547495,sun_child03,1,1,0,0,schedule_bot
1392210566407524352,YOGA,937901779520217168,agrov8,1,0,1,0,discord_scheduled
1210262400985726976,Community Manager,946756867160436756,mr_anderson_c137,1,1,0,0,schedule_bot
1392210986387116032,ASL Class,946756867160436756,mr_anderson_c137,1,1,0,0,schedule_bot
1392211365455724544,Meditation,946756867160436756,mr_anderson_c137,1,1,0,0,schedule_bot
1210262400985726976,Community Manager,955517810753290300,lupin_domena,1,1,0,0,schedule_bot
1392210510971277568,Vocal Class,955517810753290300,lupin_domena,1,1,0,0,schedule_bot
1392209677282185728,Animation Dance,959748368538669056,kozykozy,1,1,0,0,schedule_bot
1392210075950649088,Waltz,959748368538669056,kozykozy,12,12,0,0,schedule_bot
1392210116924674304,Bachata,959748368538669056,kozykozy,10,10,0,0,schedule_bot
1392212045323304960,Portal Posse,959748368538669056,kozykozy,2,2,0,0,schedule_bot
1392210837330067712,Blender/Unity,965281440046653512,shyrivers,1,1,0,0,schedule_bot
1392210704140079360,Breakin',1022547160975294566,n0cturnal._,3,3,0,0,schedule_bot
1392210566407524352,YOGA,1037506503738937426,anon3ko,3,3,0,0,schedule_bot
1392210655318114304,Wotagei,1037506503738937426,anon3ko,1,1,0,0,schedule_bot
1392211365455724544,Meditation,1037506503738937426,anon3ko,4,4,0,0,schedule_bot
1392210566407524352,YOGA,1059979607383736361,miyuno.exe,10,9,1,0,"discord_scheduled,schedule_bot"
1163047310889062400,DJ,1063573805160747068,.dayhawk,3,3,0,0,schedule_bot
1392210510971277568,Vocal Class,1063573805160747068,.dayhawk,2,1,1,0,"discord_scheduled,schedule_bot"
1392210837330067712,Blender/Unity,1063573805160747068,.dayhawk,2,2,0,0,schedule_bot
1392210886487445760,Coding,1063573805160747068,.dayhawk,2,1,1,0,"discord_scheduled,schedule_bot"
1392213840225112064,Music Production,1063573805160747068,.dayhawk,2,2,0,0,schedule_bot
1392210454822260736,Esoterics,1081523617021579294,camu292,1,1,0,0,schedule_bot
1392211365455724544,Meditation,1096742748234711090,myspiritway,1,1,0,0,schedule_bot
1392210886487445760,Coding,1099544873364889732,blissfulasperations.,1,0,1,0,discord_scheduled
1210262400985726976,Community Manager,1118233964616888402,kingofgrime,1,1,0,0,schedule_bot
1392210566407524352,YOGA,1189410645112795176,misaki4352,2,0,2,0,discord_scheduled
1392210655318114304,Wotagei,1189410645112795176,misaki4352,1,1,0,0,schedule_bot
1392211149595869184,GOGO Dance,1206819550465757278,_kitrion_,1,1,0,0,schedule_bot
1392211149595869184,GOGO Dance,1215347872623497316,starsrebellion,1,1,0,0,schedule_bot
1392211365455724544,Meditation,1222293216468926625,pinkicloud,1,1,0,0,schedule_bot
1163047310889062400,DJ,1245196799795527720,hangman_merchants_21368,1,1,0,0,schedule_bot
1392210704140079360,Breakin',1265246005411053681,bboy.jin,1,1,0,0,schedule_bot
1392210291437080576,VIBE,1285656355021131792,phoenix051323,1,1,0,0,schedule_bot
1392210986387116032,ASL Class,1285656355021131792,phoenix051323,1,1,0,0,schedule_bot
1392210454822260736,Esoterics,1288959786154590363,willgold37,1,1,0,0,schedule_bot
1392210566407524352,YOGA,105427667146293248,kiotakashi,1,1,0,0,schedule_bot
1392211149595869184,GOGO Dance,105427667146293248,kiotakashi,1,1,0,0,schedule_bot
1392212045323304960,Portal Posse,105427667146293248,kiotakashi,1,1,0,0,schedule_bot
1392210886487445760,Coding,1099544873364889732,blissfulasperations.,1,0,0,1,manual_discord_interest
1392213840225112064,Music Production,1099544873364889732,blissfulasperations.,1,0,0,1,manual_discord_interest
1392210986387116032,ASL Class,114999108996956165,neon_snipe,2,0,0,2,manual_discord_interest
1392210566407524352,YOGA,1189410645112795176,misaki4352,1,0,0,1,manual_discord_interest
1392211714308837632,Podcasts,191322834599936001,ghosttowntunes,1,0,0,1,manual_discord_interest
1392210170439930112,Photography,206146702464385024,gabrielvis8,1,1,0,0,schedule_bot
1163047310889062400,DJ,211750261922725888,basic_bit,1,1,0,0,schedule_bot
1392210704140079360,Breakin',211750261922725888,basic_bit,1,1,0,0,schedule_bot
1392210986387116032,ASL Class,246852491659051010,judgbin,1,0,0,1,manual_discord_interest
1392211149595869184,GOGO Dance,247019280816799744,gregorif,1,0,0,1,manual_discord_interest
1392211149595869184,GOGO Dance,258653139048071178,chimera_ix,1,0,0,1,manual_discord_interest
1392213840225112064,Music Production,258653139048071178,chimera_ix,1,0,0,1,manual_discord_interest
1392210566407524352,YOGA,259769406819663873,minz3,1,0,0,1,manual_discord_interest
1163047310889062400,DJ,261014673678270464,kitpup,1,1,0,0,schedule_bot
1392210986387116032,ASL Class,264292721542430720,mrmaximus97,1,1,0,0,schedule_bot
1392213330457923584,Beyond Dance,278217168489807873,neon.lia,1,0,0,1,manual_discord_interest
1392213840225112064,Music Production,283102779772502016,blackbelt33,1,1,0,0,schedule_bot
1392211365455724288,Unknown Role (1392211365455724288),343785972099448834,itzspookey,1,0,0,1,manual_discord_interest
1392210566407524352,YOGA,359819140263051265,.moonstress,1,0,0,1,manual_discord_interest
1392211365455724288,Unknown Role (1392211365455724288),359819140263051265,.moonstress,1,0,0,1,manual_discord_interest
1392211714308837632,Podcasts,375127938288582659,dexi__,1,0,0,1,manual_discord_interest
1392213840225112064,Music Production,410270160406970369,nekoyori,1,0,0,1,manual_discord_interest
1392210986387116032,ASL Class,413345571500458012,lunaqua,1,0,0,1,manual_discord_interest
1392210566407524352,YOGA,426911207954448395,akagitsune10,1,0,0,1,manual_discord_interest
1392210986387116032,ASL Class,435298328628953089,whiteswan154,1,0,0,1,manual_discord_interest
1392210566407524352,YOGA,464113589385429060,claw504,1,0,0,1,manual_discord_interest
1392211365455724544,Meditation,481277433291603977,mercuryingemini,1,1,0,0,schedule_bot
1392210566407524352,YOGA,488866790039093249,ultrashark,1,0,0,1,manual_discord_interest
1392213840225112064,Music Production,488866790039093249,ultrashark,1,0,0,1,manual_discord_interest
1392211365455724288,Unknown Role (1392211365455724288),493020246580658177,moondoodle,1,0,0,1,manual_discord_interest
1392211714308837632,Podcasts,510003485417275393,sillybit666,1,0,0,1,manual_discord_interest
1392210566407524352,YOGA,521111253473558529,loveuniversal7,1,0,0,1,manual_discord_interest
1392210566407524352,YOGA,561561733915869194,zaccke,1,0,0,1,manual_discord_interest
1392210566407524352,YOGA,686914103804952589,roguewitxh,1,0,0,1,manual_discord_interest
1392213330457923584,Beyond Dance,686914103804952589,roguewitxh,1,0,0,1,manual_discord_interest
1392213840225112064,Music Production,686914103804952589,roguewitxh,1,0,0,1,manual_discord_interest
1392210510971277568,Vocal Class,699933716415512616,astrild,1,1,0,0,schedule_bot
1392211149595869184,GOGO Dance,699933716415512616,astrild,1,0,0,1,manual_discord_interest
1392210566407524352,YOGA,700373107843661841,hotaruchim,1,0,0,1,manual_discord_interest
1392211365455724288,Unknown Role (1392211365455724288),700373107843661841,hotaruchim,1,0,0,1,manual_discord_interest
1392213330457923584,Beyond Dance,700373107843661841,hotaruchim,1,0,0,1,manual_discord_interest
1392210986387116288,ASL Class,708145548976455680,sqveeb,1,1,0,0,schedule_bot
1392213840225112064,Music Production,718150787670212759,skulteran,1,1,0,0,schedule_bot
1392210566407524352,YOGA,758734374119145504,touchmesama6,1,0,0,1,manual_discord_interest
1392210886487445760,Coding,758734374119145504,touchmesama6,1,0,0,1,manual_discord_interest
1210262400985726976,Community Manager,764697065351544863,wickedproxy,1,1,0,0,schedule_bot
1392211714308837632,Podcasts,806707581560946698,icarusscorpion,1,0,0,1,manual_discord_interest
1392210566407524352,YOGA,831383622199541790,danielmight,1,0,0,1,manual_discord_interest
1392210837330067712,Blender/Unity,831383622199541790,danielmight,1,1,0,0,schedule_bot
1392211149595869184,GOGO Dance,831383622199541790,danielmight,1,0,0,1,manual_discord_interest
1392211365455724288,Unknown Role (1392211365455724288),919914140670234634,nekobro_123,1,0,0,1,manual_discord_interest
1392211365455724544,Meditation,919914140670234634,nekobro_123,1,1,0,0,schedule_bot
1392213840225112064,Music Production,939618981797572640,gg4rr3tt,1,0,0,1,manual_discord_interest
1392210986387116032,ASL Class,946756867160436756,mr_anderson_c137,1,0,0,1,manual_discord_interest
