user_id,role_id,username,role_name,schedule_bot_events,discord_scheduled_events,manual_interest_events
283102779772502016,1392210986387116288,blackbelt33,ASL Class,1,0,0
283102779772502016,1392211365455724605,blackbelt33,Meditation,0,0,1
283102779772502016,1392212045323304960,blackbelt33,Portal Posse,1,0,0
283102779772502016,1392213840225112064,blackbelt33,Music Production,2,0,0
299329673400156171,1392210704140079360,potato_kj,Breakin',0,1,0
299843010386984981,1392210075950649088,foxoneo,Waltz,7,0,0
299843010386984981,1392210116924674304,foxoneo,Bachata,1,0,0
305408899878486016,1392210454822260736,speckledjim.,Esoterics,1,0,0
319180375790321666,1392210704140079360,mr_pandaplaz,Breakin',0,1,0
323181271104618498,1392210566407524352,ardescar,YOGA,0,1,0
325830164086915072,1392210704140079360,iimazikeen,Breakin',1,0,0
333773755648311296,1392210510971277568,jettybandit,Vocal Class,0,1,0
333773755648311296,1392210566407524352,jettybandit,YOGA,0,1,1
333773755648311296,1392210704140079360,jettybandit,Breakin',0,1,0
333773755648311296,1392211365455724605,jettybandit,Meditation,0,0,1
333958698877845504,1392210704140079360,hamocorp,Breakin',2,0,0
340304794445021186,1210262400985726976,mismos,Community Manager,1,0,0
340304794445021186,1392210704140079360,mismos,Breakin',2,1,0
343785972099448834,1392211365455724605,itzspookey,Meditation,0,0,1
348095816881274881,1392210510971277568,funpredictable,Vocal Class,0,1,0
349224593573281792,1392213888522518784,goldsberrie,Sociology,1,0,0
349439519013076992,1392210510971277568,chrisvenusangel,Vocal Class,0,1,0
349439519013076992,1392210566407524352,chrisvenusangel,YOGA,0,2,1
349439519013076992,1392211365455724605,chrisvenusangel,Meditation,0,0,1
351360773949358081,1163047310889062400,calixlix,DJ,1,0,0
359819140263051265,1392210116924674304,.moonstress,Bachata,1,0,0
359819140263051265,1392210510971277568,.moonstress,Vocal Class,1,1,0
359819140263051265,1392210566407524352,.moonstress,YOGA,1,2,1
359819140263051265,1392210986387116288,.moonstress,ASL Class,1,0,0
359819140263051265,1392211149595869184,.moonstress,GOGO Dance,1,0,0
359819140263051265,1392211365455724605,.moonstress,Meditation,0,0,1
375127938288582659,1163047310889062400,dexi__,DJ,11,0,0
375127938288582659,1392211714308837632,dexi__,Podcasts,0,0,1
383123978631249920,1392210566407524352,.rivlia,YOGA,3,0,0
384149389809025024,1392210704140079360,defiant5,Breakin',0,1,0
384149389809025024,1392213840225112064,defiant5,Music Production,0,0,1
385523000549703682,1392210837330067712,skye7734,Blender/Unity,3,0,0
387399668008484864,1163047310889062400,smallfry3694,DJ,1,0,0
387399668008484864,1392210510971277568,smallfry3694,Vocal Class,0,1,0
387399668008484864,1392210886487445760,smallfry3694,Coding,1,1,1
387399668008484864,1392210986387116032,smallfry3694,ASL Class,0,0,2
387399668008484864,1392213840225112064,smallfry3694,Music Production,1,0,0
388864412624093214,1210262400985726976,trippyhelix,Community Manager,1,0,0
388864412624093214,1392210393224450048,trippyhelix,LOFT,1,0,0
388864412624093214,1392210454822260736,trippyhelix,Esoterics,1,0,0
407788360728313866,1392210704140079360,novahyphen,Breakin',1,0,0
410270160406970369,1392210510971277568,nekoyori,Vocal Class,0,1,0
410270160406970369,1392210655318114304,nekoyori,Wotagei,1,0,0
410270160406970369,1392210704140079360,nekoyori,Breakin',0,1,0
410270160406970369,1392210837330067712,nekoyori,Blender/Unity,1,0,0
410270160406970369,1392213840225112064,nekoyori,Music Production,0,0,1
413345571500458012,1392210986387116032,lunaqua,ASL Class,0,0,1
416698777089343488,1392210704140079360,crumblyneptune,Breakin',2,0,0
425230683166998529,1392210655318114304,eshton.,Wotagei,1,0,0
425230683166998529,1392210986387116032,eshton.,ASL Class,1,0,0
425230683166998529,1392211149595869184,eshton.,GOGO Dance,1,0,0
426911207954448395,1392210566407524352,akagitsune10,YOGA,0,1,1
428436921761398784,1210262400985726976,theblindprophet,Community Manager,2,0,0
428436921761398784,1392210454822260736,theblindprophet,Esoterics,0,0,1
428436921761398784,1392210510971277568,theblindprophet,Vocal Class,0,1,0
428436921761398784,1392210566407524352,theblindprophet,YOGA,0,2,0
428436921761398784,1392210704140079360,theblindprophet,Breakin',0,1,0
428436921761398784,1392210886487445760,theblindprophet,Coding,0,1,1
428436921761398784,1392210986387116032,theblindprophet,ASL Class,1,0,2
428436921761398784,1392211204864344064,theblindprophet,Pole Dancing,2,0,0
428436921761398784,1392211365455724605,theblindprophet,Meditation,3,0,0
428436921761398784,1392213330457923584,theblindprophet,Beyond Dance,0,0,1
428436921761398784,1392213840225112064,theblindprophet,Music Production,0,0,1
429231435631689728,1392209677282185728,miscellaneousbowl,Animation Dance,1,0,0
429231435631689728,1392210075950649088,miscellaneousbowl,Waltz,4,0,0
429231435631689728,1392210116924674304,miscellaneousbowl,Bachata,7,0,0
429231435631689728,1392210704140079360,miscellaneousbowl,Breakin',0,1,0
429231435631689728,1392210986387116032,miscellaneousbowl,ASL Class,0,0,1
429231435631689728,1392211365455724605,miscellaneousbowl,Meditation,0,0,1
434252213158936576,1392210510971277568,arrowls,Vocal Class,1,0,0
434252213158936576,1392211149595869184,arrowls,GOGO Dance,1,0,0
435298328628953089,1392210986387116032,whiteswan154,ASL Class,0,0,1
439112134362923014,1392210170439930112,nyevius,Photography,1,0,0
456673820716302360,1392210566407524352,itsblush,YOGA,0,1,0
464113589385429060,1392210566407524352,claw504,YOGA,0,2,1
464591110245974016,1392210566407524352,dj_clout,YOGA,0,1,0
464591110245974016,1392210704140079360,dj_clout,Breakin',0,1,0
475072265403236363,1392210566407524352,auserene,YOGA,1,0,0
475072265403236363,1392210986387116032,auserene,ASL Class,1,0,0
475072265403236363,1392211149595869184,auserene,GOGO Dance,1,0,0
475072265403236363,1392211365455724605,auserene,Meditation,1,0,0
479531688880373760,1392210510971277568,zararosev,Vocal Class,1,0,0
481277433291603977,1163047310889062400,mercuryingemini,DJ,1,0,0
481277433291603977,1392210075950649088,mercuryingemini,Waltz,1,0,0
481277433291603977,1392210291437080576,mercuryingemini,VIBE,1,0,0
481277433291603977,1392210510971277568,mercuryingemini,Vocal Class,0,1,0
481277433291603977,1392210566407524352,mercuryingemini,YOGA,1,0,0
481277433291603977,1392210837330067712,mercuryingemini,Blender/Unity,1,0,0
481277433291603977,1392211204864344064,mercuryingemini,Pole Dancing,1,0,0
481277433291603977,1392211365455724605,mercuryingemini,Meditation,2,0,0
488866790039093249,1392210510971277568,ultrashark,Vocal Class,0,1,0
488866790039093249,1392210566407524352,ultrashark,YOGA,0,1,1
488866790039093249,1392213840225112064,ultrashark,Music Production,0,0,1
493020246580658177,1392210566407524352,moondoodle,YOGA,0,1,0
493020246580658177,1392211365455724605,moondoodle,Meditation,0,0,1
503982209783431171,1392210510971277568,ailamaster,Vocal Class,1,0,0
510003485417275393,1163047310889062400,sillybit666,DJ,7,0,0
510003485417275393,1392210655318114304,sillybit666,Wotagei,1,0,0
510003485417275393,1392210837330067712,sillybit666,Blender/Unity,2,0,0
510003485417275393,1392210886487445760,sillybit666,Coding,1,0,0
510003485417275393,1392211714308837632,sillybit666,Podcasts,0,0,1
521111253473558529,1392210566407524352,loveuniversal7,YOGA,0,1,1
525436840774336542,1392211149595869184,gaster04,GOGO Dance,2,0,0
526694934212771840,1392210704140079360,deliciousdeli,Breakin',0,1,0
527207876113072159,1392210510971277568,frumpyobject,Vocal Class,2,0,0
561561733915869194,1392210075950649088,zaccke,Waltz,3,0,0
561561733915869194,1392210566407524352,zaccke,YOGA,0,2,1
581885320576892938,1392210075950649088,misluni,Waltz,13,0,0
581885320576892938,1392210116924674304,misluni,Bachata,13,0,0
586888685794885632,1392211365455724605,raid1487,Meditation,1,0,0
607474015694487553,1392211149595869184,mukechiltmal,GOGO Dance,1,0,0
609402662638715033,1392210510971277568,unicornamazing,Vocal Class,0,1,0
618060042695868444,1392210116924674304,midori52,Bachata,1,0,0
618060042695868444,1392213330457923584,midori52,Beyond Dance,1,0,0
622302876647030795,1392210510971277568,grin.n.bareit,Vocal Class,0,1,0
627588473729056769,1392210986387116032,.love.,ASL Class,1,0,0
633012337519099914,1392210075950649088,taglog7,Waltz,2,0,0
633012337519099914,1392210116924674304,taglog7,Bachata,2,0,0
633012337519099914,1392210291437080576,taglog7,VIBE,1,0,0
633012337519099914,1392210393224450048,taglog7,LOFT,1,0,0
633012337519099914,1392210454822260736,taglog7,Esoterics,1,0,0
633012337519099914,1392210510971277568,taglog7,Vocal Class,2,0,0
633012337519099914,1392210566407524352,taglog7,YOGA,1,0,0
633012337519099914,1392210704140079360,taglog7,Breakin',2,0,0
633012337519099914,1392211149595869184,taglog7,GOGO Dance,1,0,0
652350434966634526,1392210075950649088,georgebraham,Waltz,3,0,0
652350434966634526,1392210116924674304,georgebraham,Bachata,2,0,0
652350434966634526,1392210655318114304,georgebraham,Wotagei,1,0,0
686914103804952589,1392210510971277568,roguewitxh,Vocal Class,0,1,0
686914103804952589,1392210566407524352,roguewitxh,YOGA,0,2,1
686914103804952589,1392210704140079360,roguewitxh,Breakin',0,1,0
686914103804952589,1392213330457923584,roguewitxh,Beyond Dance,0,0,1
686914103804952589,1392213840225112064,roguewitxh,Music Production,0,0,1
699933716415512616,1392210075950649088,astrild,Waltz,3,0,0
699933716415512616,1392210116924674304,astrild,Bachata,2,0,0
699933716415512616,1392210510971277568,astrild,Vocal Class,2,1,0
699933716415512616,1392210566407524352,astrild,YOGA,1,0,0
699933716415512616,1392210655318114304,astrild,Wotagei,1,0,0
699933716415512616,1392211149595869184,astrild,GOGO Dance,1,0,1
699933716415512616,1392213330457923584,astrild,Beyond Dance,1,0,0
700373107843661841,1392210510971277568,hotaruchim,Vocal Class,0,1,0
700373107843661841,1392210566407524352,hotaruchim,YOGA,0,2,1
700373107843661841,1392210704140079360,hotaruchim,Breakin',0,1,0
700373107843661841,1392211149595869184,hotaruchim,GOGO Dance,1,0,0
700373107843661841,1392211365455724605,hotaruchim,Meditation,1,0,1
700373107843661841,1392212045323304960,hotaruchim,Portal Posse,1,0,0
700373107843661841,1392213330457923584,hotaruchim,Beyond Dance,0,0,1
708145548976455680,1392209391872250112,sqveeb,House Dance,1,0,0
708145548976455680,1392210075950649088,sqveeb,Waltz,2,0,0
708145548976455680,1392210116924674304,sqveeb,Bachata,13,0,0
708145548976455680,1392210837330067712,sqveeb,Blender/Unity,2,0,0
708145548976455680,1392210986387116032,sqveeb,ASL Class,0,0,1
708145548976455680,1392210986387116288,sqveeb,ASL Class,3,0,0
708145548976455680,1392212045323304960,sqveeb,Portal Posse,3,0,0
708145548976455680,1392213330457923584,sqveeb,Beyond Dance,1,0,0
718150787670212759,1210262400985726976,skulteran,Community Manager,2,0,0
718150787670212759,1392210454822260736,skulteran,Esoterics,1,0,0
718150787670212759,1392213840225112064,skulteran,Music Production,2,0,0
728133624628641872,1392210510971277568,shadowwolf3499,Vocal Class,0,1,0
736453436681486356,1392210704140079360,lliver,Breakin',0,1,0
758734374119145504,1392210291437080576,touchmesama6,VIBE,2,0,0
758734374119145504,1392210393224450048,touchmesama6,LOFT,1,0,0
758734374119145504,1392210566407524352,touchmesama6,YOGA,0,2,1
758734374119145504,1392210704140079360,touchmesama6,Breakin',2,1,0
758734374119145504,1392210886487445760,touchmesama6,Coding,0,1,1
760185793128955925,1163047310889062400,livtheunknown,DJ,1,0,0
760185793128955925,1392210454822260736,livtheunknown,Esoterics,1,0,0
760185793128955925,1392210566407524352,livtheunknown,YOGA,0,1,0
760185793128955925,1392211365455724605,livtheunknown,Meditation,1,0,0
764697065351544863,1163047310889062400,wickedproxy,DJ,9,0,0
764697065351544863,1210262400985726976,wickedproxy,Community Manager,22,0,0
764697065351544863,1392210170439930112,wickedproxy,Photography,1,0,0
764697065351544863,1392210291437080576,wickedproxy,VIBE,17,0,0
764697065351544863,1392210349956009984,wickedproxy,CHILL,2,0,0
764697065351544863,1392210393224450048,wickedproxy,LOFT,3,0,0
764697065351544863,1392210837330067712,wickedproxy,Blender/Unity,11,0,0
764697065351544863,1392210986387116032,wickedproxy,ASL Class,3,0,0
764697065351544863,1392212045323304960,wickedproxy,Portal Posse,6,0,0
775170178254110741,1392210510971277568,opheliaprime,Vocal Class,2,0,0
775170178254110741,1392211365455724605,opheliaprime,Meditation,1,0,0
804740624191324190,1392210655318114304,starcluster1231,Wotagei,1,0,0
804740624191324190,1392210704140079360,starcluster1231,Breakin',1,1,0
806707581560946698,1392210510971277568,icarusscorpion,Vocal Class,0,1,0
806707581560946698,1392211714308837632,icarusscorpion,Podcasts,0,0,1
821214940719218720,1392210116924674304,mrwattsvr,Bachata,1,0,0
821214940719218720,1392210454822260736,mrwattsvr,Esoterics,2,0,0
821214940719218720,1392210510971277568,mrwattsvr,Vocal Class,1,0,0
821214940719218720,1392210704140079360,mrwattsvr,Breakin',1,0,0
821214940719218720,1392210837330067712,mrwattsvr,Blender/Unity,3,0,0
821214940719218720,1392210886487445760,mrwattsvr,Coding,1,0,0
821214940719218720,1392210986387116032,mrwattsvr,ASL Class,4,0,0
821214940719218720,1392210986387116288,mrwattsvr,ASL Class,1,0,0
821214940719218720,1392211204864344064,mrwattsvr,Pole Dancing,1,0,0
821214940719218720,1392213330457923584,mrwattsvr,Beyond Dance,2,0,0
82611987091034112,1163047310889062400,ironstrom_ackure,DJ,1,0,0
831383622199541790,1392210170439930112,danielmight,Photography,3,0,0
831383622199541790,1392210510971277568,danielmight,Vocal Class,1,1,0
831383622199541790,1392210566407524352,danielmight,YOGA,1,2,1
831383622199541790,1392210655318114304,danielmight,Wotagei,6,0,0
831383622199541790,1392210704140079360,danielmight,Breakin',4,1,0
831383622199541790,1392210837330067712,danielmight,Blender/Unity,5,0,0
831383622199541790,1392211149595869184,danielmight,GOGO Dance,3,0,1
832769069764575322,1163047310889062400,spyy,DJ,1,0,0
832769069764575322,1392212045323304960,spyy,Portal Posse,1,0,0
896911505667289138,1392210075950649088,kyouki002,Waltz,1,0,0
919914140670234634,1392211365455724605,nekobro_123,Meditation,3,0,1
924356384223547495,1392211149595869184,sun_child03,GOGO Dance,1,0,0
92804996990500864,1392210704140079360,elliesaurus,Breakin',3,0,0
937901779520217168,1392210566407524352,agrov8,YOGA,0,1,0
939618981797572640,1392213840225112064,gg4rr3tt,Music Production,0,0,1
946756867160436756,1210262400985726976,mr_anderson_c137,Community Manager,1,0,0
946756867160436756,1392210986387116032,mr_anderson_c137,ASL Class,1,0,1
946756867160436756,1392211365455724605,mr_anderson_c137,Meditation,1,0,0
95313747517636608,1392210566407524352,oky,YOGA,2,0,0
95313747517636608,1392211149595869184,oky,GOGO Dance,2,0,0
955517810753290300,1210262400985726976,lupin_domena,Community Manager,1,0,0
955517810753290300,1392210510971277568,lupin_domena,Vocal Class,1,0,0
959748368538669056,1392209677282185728,kozykozy,Animation Dance,1,0,0
959748368538669056,1392210075950649088,kozykozy,Waltz,12,0,0
959748368538669056,1392210116924674304,kozykozy,Bachata,10,0,0
959748368538669056,1392212045323304960,kozykozy,Portal Posse,2,0,0
965281440046653512,1392210837330067712,shyrivers,Blender/Unity,1,0,0
119945788586590208,1392213330457923584,njnagrimsdottir,Beyond Dance,10,0,0
